A1,A2,A3,A4,A5,Noise,,Noise,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.47,,,,,,,,,,,,,,,
,,,,,,,1.55,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.29,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.42,,,,,,,,,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,,,,
,,,,,,,1.45,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.48,,,,,,,,,,,,,,,
,,,,,,,1.47,,,,,,,,,,,,,,,
,,,,,,,1.45,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.34,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.36,,,,,,,,,,,,,,,
,,,,,,,1.48,,,,,,,,,,,,,,,
,,,,,,,1.54,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.46,,,,,,,,,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,,,,
,,,,,,,1.41,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.5,,,,,,,,,,,,,,,
,,,,,,,1.61,,,,,,,,,,,,,,,
,,,,,,,1.63,,,,,,,,,,,,,,,
,,,,,,,1.43,,,,,,,,,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,,,,
,,,,,,,1.37,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.28,,,,,,,,,,,,,,,
,,,,,,,1.51,,,,,,,,,,,,,,,
,,,,,,,1.56,,,,,,,,,,,,,,,
,,,,,,,1.67,,,,,,,,,,,,,,,
,,,,,,,1.59,,,,,,,,,,,,,,,
,,,,,,,1.45,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.92,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.44,,,,,,,,,,,,,,,
,,,,,,,1.63,,,,,,,,,,,,,,,
,,,,,,,1.67,,,,,,,,,,,,,,,
,,,,,,,1.69,,,,,,,,,,,,,,,
,,,,,,,1.65,,,,,,,,,,,,,,,
,,,,,,,1.51,,,,,,,,,,,,,,,
,,,,,,,1.54,,,,,,,,,,,,,,,
,,,,,,,1.52,,,,,,,,,,,,,,,
,,,,,,,1.49,,,,,,,,,,,,,,,
,,,,,,,1.46,,,,,,,,,,,,,,,
,,,,,,,1.34,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.37,,,,,,,,,,,,,,,
,,,,,,,1.48,,,,,,,,,,,,,,,
,,,,,,,1.65,,,,,,,,,,,,,,,
,,,,,,,1.77,,,,,,,,,,,,,,,
,,,,,,,1.49,,,,,,,,,,,,,,,
,,,,,,,1.66,,,,,,,,,,,,,,,
,,,,,,,1.54,,,,,,,,,,,,,,,
,,,,,,,1.45,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1.03,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.44,,,,,,,,,,,,,,,
,,,,,,,1.51,,,,,,,,,,,,,,,
,,,,,,,1.6,,,,,,,,,,,,,,,
,,,,,,,1.63,,,,,,,,,,,,,,,
,,,,,,,1.56,,,,,,,,,,,,,,,
,,,,,,,1.61,,,,,,,,,,,,,,,
,,,,,,,1.58,,,,,,,,,,,,,,,
,,,,,,,1.55,,,,,,,,,,,,,,,
,,,,,,,1.48,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.39,,,,,,,,,,,,,,,
,,,,,,,1.48,,,,,,,,,,,,,,,
,,,,,,,1.5,,,,,,,,,,,,,,,
,,,,,,,1.49,,,,,,,,,,,,,,,
,,,,,,,1.41,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.29,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.38,,,,,,,,,,,,,,,
,,,,,,,1.41,,,,,,,,,,,,,,,
,,,,,,,1.46,,,,,,,,,,,,,,,
,,,,,,,1.49,,,,,,,,,,,,,,,
,,,,,,,1.45,,,,,,,,,,,,,,,
,,,,,,,1.51,,,,,,,,,,,,,,,
,,,,,,,1.48,,,,,,,,,,,,,,,
,,,,,,,1.45,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.32,,,,,,,,,,,,,,,
,,,,,,,1.31,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,,,,
,,,,,,,1.29,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.35,,,,,,,,,,,,,,,
,,,,,,,1.42,,,,,,,,,,,,,,,
,,,,,,,1.45,,,,,,,,,,,,,,,
,,,,,,,1.41,,,,,,,,,,,,,,,
,,,,,,,1.43,,,,,,,,,,,,,,,
,,,,,,,1.44,,,,,,,,,,,,,,,
,,,,,,,1.42,,,,,,,,,,,,,,,
,,,,,,,1.41,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.27,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.14,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.24,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.33,,,,,,,,,,,,,,,
,,,,,,,1.36,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.22,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.05,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.16,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.27,,,,,,,,,,,,,,,
,,,,,,,1.26,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.17,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.15,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.08,,,,,,,,,,,,,,,
,,,,,,,1.06,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.18,,,,,,,,,,,,,,,
,,,,,,,1.25,,,,,,,,,,,,,,,
,,,,,,,1.3,,,,,,,,,,,,,,,
,,,,,,,1.23,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.19,,,,,,,,,,,,,,,
,,,,,,,1.2,,,,,,,,,,,,,,,
,,,,,,,1.21,,,,,,,,,,,,,,,
,,,,,,,1.13,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.02,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,1.07,,,,,,,,,,,,,,,
,,,,,,,1.11,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.09,,,,,,,,,,,,,,,
,,,,,,,1.12,,,,,,,,,,,,,,,
,,,,,,,1.1,,,,,,,,,,,,,,,
,,,,,,,1.04,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.87,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,
,,,,,,,1.01,,,,,,,,,,,,,,,
,,,,,,,0.89,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.99,,,,,,,,,,,,,,,
,,,,,,,0.98,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.92,,,,,,,,,,,,,,,
,,,,,,,0.93,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.97,,,,,,,,,,,,,,,
,,,,,,,0.96,,,,,,,,,,,,,,,
,,,,,,,0.95,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
,,,,,,,0.94,,,,,,,,,,,,,,,
